AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeuponOutcomeInMonths,OutcomeMonth
A671687,,2/2/14 15:30,Euthanasia,Suffering,Dog,Spayed Female,13 years,Shetland Sheepdog Mix,Sable,156,2
A695790,Roscoe,1/27/15 11:57,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,48,1
A714632,,10/26/15 12:20,Return_to_owner,,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,24,10
A717088,Ferguson,12/12/15 18:15,Adoption,,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle/White,60,12
A718513,Arlow,1/8/16 16:15,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby,3,1
A699172,Glacie,3/30/15 12:07,Adoption,,Dog,Spayed Female,5 months,Catahoula Mix,Blue Merle/White,5,3
A693754,Lindy,12/21/14 18:03,Adoption,,Dog,Spayed Female,8 months,Rat Terrier Mix,White/Black,8,12
A716147,Penny,11/19/15 17:40,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,24,11
A696556,Little Sox,2/10/15 12:36,Transfer,Partner,Dog,Neutered Male,5 months,Chihuahua Shorthair/Jack Russell Terrier,Brown/White,5,2
A716211,Buddy,11/19/15 13:23,Return_to_owner,,Dog,Neutered Male,12 years,Boston Terrier Mix,Black/White,144,11
A666538,Pasco,11/13/13 16:35,Return_to_owner,,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/Black,12,11
A670395,Riley,3/14/14 15:05,Adoption,Foster,Dog,Neutered Male,6 years,Cairn Terrier Mix,Sable,72,3
A716619,Diego,12/3/15 18:58,Transfer,Partner,Dog,Intact Male,4 years,Pit Bull,Blue/White,48,12
A697422,June,3/4/15 11:19,Return_to_owner,,Dog,Spayed Female,3 years,American Bulldog,White/Brown Brindle,36,3
A716832,Ollie,11/28/15 15:35,Return_to_owner,,Dog,Spayed Female,5 years,Boxer Mix,Red/White,60,11
A708892,,8/3/15 9:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Longhair Mix,Orange Tabby/White,4,8
A704344,,6/3/15 18:17,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Blue,1,6
A716353,Jax,1/2/16 18:42,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Gray,24,1
A683204,Spencer,8/2/14 15:03,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,36,8
A708338,Sophia,8/10/15 13:59,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,2,8
A706810,,7/27/15 13:40,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,1,7
A683926,,7/21/14 18:44,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie,2,7
A691501,Chico,11/16/14 15:45,Adoption,,Dog,Neutered Male,3 years,Pug/Beagle,Brown Brindle/White,36,11
A679331,Louie,6/2/14 19:00,Adoption,,Dog,Neutered Male,10 months,Chihuahua Shorthair/Beagle,Buff/White,10,6
A707713,Katy,10/15/15 18:44,Adoption,,Cat,Spayed Female,3 months,Abyssinian Mix,Brown Tabby,3,10
A549214,Bella,12/15/13 11:22,Return_to_owner,,Dog,Spayed Female,10 years,Pit Bull Mix,Brown,120,12
A671566,Roswell,1/27/14 18:32,Return_to_owner,,Dog,Neutered Male,16 years,German Shepherd Mix,Black,192,1
A701078,Orville,5/23/15 17:59,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Silver Tabby/White,1,5
A666662,Elvis,11/12/13 15:09,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,12,11
A681883,,6/21/14 15:42,Euthanasia,Suffering,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,120,6
A678461,,5/9/14 8:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,24,5
A720781,,2/16/16 18:55,Transfer,SCRP,Cat,Unknown,,Domestic Shorthair Mix,Brown Tabby,,2
A682083,Lily,7/1/14 12:20,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Brown/White,48,7
A682270,Ziggy,7/4/14 15:51,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,1,7
A234161,Midnight,12/27/13 17:02,Return_to_owner,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White,144,12
A665156,Baby Elic,10/19/13 17:07,Adoption,,Dog,Spayed Female,10 months,Border Collie Mix,White/Black,10,10
A697725,Sugar,3/15/15 18:08,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,2,3
A684535,,7/29/14 16:56,Adoption,,Dog,Neutered Male,3 months,Blue Lacy Mix,Blue/White,3,7
A707159,,7/9/15 10:26,Euthanasia,Suffering,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Cream,1,7
A668206,Ciara,12/27/13 15:49,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Calico,8,12
A667174,Rusty,11/17/13 17:54,Return_to_owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan/White,96,11
A687691,,9/8/14 18:51,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Black,0.066666667,9
A672570,,2/12/14 18:22,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,12,2
A684410,Shiner,9/15/14 15:22,Transfer,Partner,Dog,Neutered Male,7 years,Bluetick Hound,Blue Tick/Black,84,9
A698821,,3/18/15 15:43,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black,0.033333333,3
A677895,,5/5/14 13:12,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Australian Cattle Dog,Brown/White,12,5
A688368,,9/18/14 16:15,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.5,9
A672231,,2/11/14 18:09,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Tan,5,2
A662053,Ripley,10/10/13 17:30,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,12,10
A706323,,6/30/15 17:56,Adoption,,Dog,Spayed Female,2 months,Cocker Spaniel Mix,White/Black,2,6
A672194,Chestnut,6/3/14 14:46,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,4,6
A693631,,12/15/14 17:11,Adoption,,Dog,Neutered Male,3 years,Pomeranian Mix,Brown,36,12
A715911,,11/16/15 19:02,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Longhair Mix,Brown Tabby/White,12,11
A702906,,5/19/15 15:37,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,1,5
A678981,Paco,5/18/14 11:39,Transfer,Partner,Dog,Neutered Male,2 months,Pit Bull Mix,Fawn/White,2,5
A709679,,8/12/15 14:19,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White,0.5,8
A707884,Abby,7/23/15 18:57,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Fawn,8,7
A702373,Mane,5/26/15 9:12,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White,36,5
A705994,,6/23/15 14:16,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,White/Black,0.5,6
A688919,Rosco,9/28/14 19:06,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Cream/White,24,9
A705485,,6/18/15 11:36,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Brown Tabby/Gray,1,6
A720889,Junior,2/18/16 18:05,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White,60,2
A704490,,6/5/15 16:03,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Plott Hound,Black Brindle/White,1,6
A673644,,3/3/14 16:58,Transfer,Partner,Dog,Neutered Male,4 months,Dachshund Wirehair Mix,Black/Tan,4,3
A706935,Tommy,7/9/15 20:23,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,2,7
A711712,Sydney,2/13/16 12:53,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull/Weimaraner,Blue,24,2
A700244,Blynken,4/30/15 9:59,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2,4
A655866,Luna,10/13/13 14:30,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,24,10
A687599,Cai,9/12/14 18:28,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,White/Brown,2,9
A632012,Austin,1/18/14 15:20,Adoption,Offsite,Dog,Neutered Male,1 year,Labrador Retriever,Brown,12,1
A682930,,7/5/14 12:42,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue/White,0.5,7
A678918,,5/14/14 13:16,Transfer,Partner,Dog,Unknown,1 year,Cairn Terrier Mix,Brown,12,5
A685591,,8/9/14 16:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,12,8
A690154,,10/19/14 18:39,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Brown/White,12,10
A707499,Teddy Lucas,7/22/15 15:30,Adoption,,Cat,Neutered Male,10 years,Persian,White,120,7
A705670,Odie,6/26/15 14:00,Adoption,,Dog,Spayed Female,1 year,Dachshund/Beagle,White/Brown,12,6
A697691,Tommy,4/16/15 16:02,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier/Jack Russell Terrier,Tricolor,12,4
A691535,Snoop,11/17/14 17:48,Return_to_owner,,Dog,Neutered Male,5 years,Beagle,Tricolor,60,11
A666901,Oden,11/19/13 11:58,Return_to_owner,,Dog,Neutered Male,3 years,Boxer Mix,Brown Brindle,36,11
A709187,Pancha,8/6/15 11:37,Return_to_owner,,Dog,Spayed Female,10 years,Norfolk Terrier/Chihuahua Shorthair,White,120,8
A696987,,2/17/15 9:00,Transfer,SCRP,Cat,Intact Male,4 years,Domestic Shorthair Mix,Brown Tabby,48,2
A703366,Tony,7/25/15 18:12,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,3,7
A693245,Billy,12/4/14 18:34,Return_to_owner,,Cat,Neutered Male,11 years,Domestic Medium Hair Mix,Orange Tabby/White,132,12
A687225,Hope,11/9/14 17:40,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby,6,11
A680407,,6/7/14 19:18,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby,2,6
A705601,Hank,10/17/15 13:50,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Tan,24,10
A714553,Boxer,11/30/15 13:59,Transfer,Partner,Dog,Neutered Male,2 years,Chinese Sharpei,White/Tan,24,11
A686207,Buba,6/13/15 14:08,Adoption,Foster,Cat,Spayed Female,11 years,Pixiebob Shorthair Mix,Brown Tabby,132,6
A681989,,7/8/14 14:46,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,12,7
A695617,,1/19/15 14:25,Euthanasia,Suffering,Cat,Neutered Male,12 years,Himalayan Mix,Seal Point,144,1
A718326,Jenny,1/1/16 15:43,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Tan,12,1
A654493,Suzi,12/27/13 14:51,Adoption,,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Calico,156,12
A711762,Muneca,10/7/15 16:31,Transfer,Partner,Dog,Intact Female,1 year,Maltese Mix,White,12,10
A677554,,4/26/14 15:31,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue Tabby,0.75,4
A709873,Linda,8/17/15 17:22,Return_to_owner,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan,36,8
A702083,Cudi,5/10/15 12:24,Return_to_owner,,Dog,Intact Male,6 years,Pug Mix,Brown,72,5
A718958,,2/13/16 18:05,Euthanasia,Medical,Cat,Intact Female,12 years,Domestic Shorthair Mix,Blue Tabby,144,2
A683123,,7/8/14 11:58,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,1,7
A699897,Minka,4/15/15 18:15,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,24,4
A688100,,9/14/14 19:31,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.5,9
A706069,Badger,7/18/15 15:19,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby,1,7
A674484,Beans,4/19/14 16:10,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Black/Tan,24,4
A707762,Cecil,10/21/15 12:58,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Orange Tabby/White,24,10
A679961,Grace,9/8/14 16:23,Transfer,Partner,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,5,9
A707146,Estrella,7/9/15 19:42,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/Black,60,7
A676034,Egypt,4/6/14 18:40,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Pug,Black,24,4
A685365,Nick,8/22/14 17:38,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2,8
A699785,,4/2/15 17:26,Transfer,Partner,Dog,Neutered Male,5 months,Shih Tzu,White/Blue Merle,5,4
A668707,,12/27/13 12:54,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,24,12
A718444,Rolf,1/4/16 11:06,Transfer,Partner,Dog,Neutered Male,8 years,Dachshund Mix,Black/Brown,96,1
A705597,,6/23/15 13:24,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,1,6
A684349,,7/22/14 15:54,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black,1,7
A712728,Petunia,10/19/15 20:14,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,2,10
A675325,Hormiga,5/26/14 15:09,Return_to_owner,,Dog,Spayed Female,2 years,Great Pyrenees Mix,Cream,24,5
A682180,,6/29/14 18:22,Adoption,,Dog,Neutered Male,2 months,Border Terrier/Chihuahua Shorthair,Brown,2,6
A674336,Max,3/16/14 17:09,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Tan,24,3
A667010,Sable,12/18/13 16:16,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,3,12
A673343,Baby,2/25/14 18:04,Adoption,,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,Black/White,6,2
A692890,Candy,12/10/14 8:23,Adoption,Foster,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White,12,12
A694468,,12/31/14 8:39,Died,In Kennel,Cat,Intact Male,5 days,Domestic Shorthair Mix,Brown Tabby,0.166666667,12
A688085,Gina,9/14/14 16:06,Return_to_owner,,Dog,Spayed Female,10 years,Miniature Poodle Mix,White,120,9
A685427,,8/7/14 13:25,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0.5,8
A715992,Joey,11/18/15 19:13,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White,24,11
A712085,Furiosa,11/7/15 15:39,Adoption,Foster,Cat,Spayed Female,2 months,Havana Brown Mix,Chocolate,2,11
A697237,Pinto,2/26/15 18:21,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Brown,2,2
A690494,,10/26/14 12:49,Transfer,Partner,Dog,Neutered Male,1 month,Cairn Terrier/Chihuahua Shorthair,Yellow/White,1,10
A703280,Oodle,5/26/15 14:26,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,0.5,5
A705190,Sasha Fierce,6/25/15 18:52,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,White/Blue,60,6
A714311,Pickles,2/15/16 12:40,Adoption,,Dog,Spayed Female,7 years,Smooth Fox Terrier Mix,Tricolor,84,2
A668304,,1/30/14 12:20,Adoption,Foster,Dog,Spayed Female,11 months,Labrador Retriever/Dachshund,Black/White,11,1
A677082,Sally,5/4/14 15:32,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair,Black,1,5
A696493,Lotus,3/8/15 14:30,Adoption,,Dog,Spayed Female,13 years,Australian Cattle Dog Mix,Red Tick,156,3
A705582,,6/20/15 18:53,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White,1,6
A693166,Sylvia,12/8/14 14:58,Euthanasia,Suffering,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Tortie,120,12
A682520,,6/29/14 14:25,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,1,6
A714360,,10/29/15 11:58,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue Tabby,24,10
A696735,,2/11/15 10:17,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/Gray,24,2
A652505,Sheba,12/15/13 15:55,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black,12,12
A663932,Sebastian,4/13/15 18:22,Return_to_owner,,Dog,Neutered Male,2 years,Harrier Mix,Brown/White,24,4
A693871,,12/20/14 18:44,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn,2,12
A715347,Captain,12/4/15 14:17,Transfer,Partner,Dog,Neutered Male,1 year,German Shepherd,Sable/Brown,12,12
A683525,,7/14/14 15:23,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair,Blue/White,1,7
A677346,,4/23/14 19:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.75,4
A666360,,11/2/13 14:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Medium Hair Mix,Torbie,10,11
A704835,,6/9/15 14:40,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie,0.5,6
A710370,Guru Ramdas,8/23/15 19:13,Return_to_owner,,Dog,Neutered Male,2 months,German Shepherd Mix,Red,2,8
A711729,,9/11/15 0:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby/White,0.5,9
A707551,,7/14/15 16:15,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,1,7
A718797,Tommy,1/14/16 15:34,Adoption,,Dog,Neutered Male,1 year,Beagle/Chihuahua Shorthair,Tricolor,12,1
A690034,,10/13/14 14:37,Euthanasia,Suffering,Cat,Intact Female,6 years,Domestic Shorthair Mix,Brown Tabby,72,10
A690335,,10/22/14 19:13,Adoption,,Dog,Spayed Female,10 months,Belgian Sheepdog Mix,Black/Cream,10,10
A693848,Cuddles,12/17/14 17:52,Return_to_owner,,Dog,Neutered Male,2 years,Maltese Mix,White,24,12
A709040,Raven,11/30/15 11:58,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/White,8,11
A703968,,6/8/15 19:18,Adoption,,Cat,Neutered Male,1 year,Bengal,Brown Tabby,12,6
A642325,Rocky Road,5/26/14 12:41,Adoption,,Dog,Neutered Male,3 years,German Shepherd/Doberman Pinsch,Chocolate/Tan,36,5
A696898,Carmel,2/19/15 17:44,Return_to_owner,,Dog,Intact Female,5 years,Pit Bull Mix,Brown,60,2
A703101,,5/20/15 18:59,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.75,5
A682351,Matthew,6/27/14 17:35,Transfer,Partner,Cat,Intact Male,4 weeks,Siamese Mix,Flame Point,1,6
A667960,,12/3/13 18:53,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier/Chihuahua Shorthair,Tan,12,12
A670513,Tigger,8/21/14 18:02,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan,12,8
A582183,Maya,12/2/14 12:31,Return_to_owner,,Dog,Spayed Female,5 years,German Shepherd Mix,White,60,12
A692349,,11/25/14 18:39,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,12,11
A676003,Mugs,4/3/14 15:34,Return_to_owner,,Dog,Neutered Male,2 years,American Eskimo Mix,Cream,24,4
A692461,Pumpkin,11/20/14 19:16,Return_to_owner,,Dog,Intact Female,2 years,Yorkshire Terrier Mix,Silver/Brown,24,11
A689810,,10/9/14 18:38,Euthanasia,Suffering,Cat,Intact Male,1 month,Tonkinese Mix,Lynx Point,1,10
A669599,Evie,2/1/14 18:47,Adoption,,Dog,Spayed Female,3 years,Collie Smooth/Labrador Retriever,Sable/White,36,2
A674790,Ginger,3/23/14 14:10,Adoption,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Red,4,3
A709341,Buttercup,8/7/15 18:13,Return_to_owner,,Dog,Spayed Female,13 years,Chihuahua Shorthair Mix,Black/Tan,156,8
A692589,,12/14/14 17:32,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue/White,4,12
A706657,Genki,7/7/15 13:36,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,3,7
A699216,Julie,3/28/15 12:53,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.75,3
A708024,Mya,7/31/15 11:34,Return_to_owner,,Cat,Spayed Female,8 years,Siamese Mix,Lynx Point/White,96,7
A716725,Pedro,12/2/15 18:17,Return_to_owner,,Dog,Neutered Male,10 years,Pit Bull Mix,White/Brown Brindle,120,12
A687421,,9/8/14 14:50,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Brown/White,24,9
A720611,,2/16/16 16:53,Adoption,,Dog,Neutered Male,2 months,Blue Lacy Mix,Tan/White,2,2
A706870,Tigger,2/7/16 17:23,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby/White,60,2
A653825,Frack,11/25/15 11:48,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Red/White,36,11
A645140,Biscuit,1/4/15 16:22,Adoption,,Dog,Neutered Male,7 years,Jack Russell Terrier/Australian Cattle Dog,Tan/White,84,1
A710187,Doris,9/11/15 18:28,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Brown Brindle/White,12,9
A677315,,4/30/14 18:07,Transfer,Partner,Dog,Intact Female,2 years,Australian Shepherd Mix,Sable,24,4
A693760,Mcallister,1/7/15 15:19,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Tan,72,1
A707107,Henna,7/18/15 16:47,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,2,7
A712903,,9/29/15 19:01,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White,0.25,9
A684542,Alonzo,8/18/14 17:49,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby,1,8
A718043,Chester,12/26/15 17:01,Adoption,,Dog,Neutered Male,6 months,Boykin Span Mix,Black,6,12
A699591,Iris,4/4/15 11:56,Adoption,,Dog,Spayed Female,2 months,Dachshund Wirehair/Toy Poodle,Buff,2,4
A681288,Sox,6/23/14 12:20,Transfer,Partner,Dog,Neutered Male,2 months,Australian Cattle Dog/Labrador Retriever,Tricolor,2,6
A683641,,7/20/14 16:16,Adoption,,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Brown Tabby/White,5,7
A696596,Momo,2/9/15 16:58,Return_to_owner,,Dog,Intact Male,6 years,Miniature Poodle Mix,Gray,72,2
A716624,Dooley,11/30/15 0:00,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby/White,8,11
A672269,Caliopy,2/13/14 16:49,Transfer,Partner,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Tan,12,2
A702930,Mackenzie,8/1/15 14:51,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,12,8
A677357,,4/24/14 15:04,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,0.75,4
A661023,Lucky,10/15/13 11:14,Adoption,Foster,Dog,Neutered Male,3 years,Miniature Poodle Mix,White,36,10
A675213,Yoruichi,3/30/14 19:03,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,5,3
A682832,Logan,9/14/14 17:20,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2,9
A711814,Juno,9/13/15 15:02,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd,Sable/Black,60,9
A717900,,12/21/15 14:41,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,12,12
A662186,Chico,12/9/13 15:50,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Mix,Brown/White,12,12
A681433,Rain,6/30/14 18:10,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,2,6
A710625,,8/26/15 13:25,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,White/Orange Tabby,0.133333333,8
A692231,Luke,12/1/14 13:20,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black,72,12
A680749,Kiki,6/15/14 15:10,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,2,6
A674889,,3/24/14 15:47,Transfer,Partner,Dog,Neutered Male,6 years,Dachshund Mix,Red,72,3
A691200,Yosemite,11/19/14 10:35,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2,11
A694287,,12/24/14 12:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby,0.5,12
A690062,,10/13/14 17:46,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,0.5,10
A197810,Sassafrass,12/22/14 15:23,Transfer,Partner,Cat,Spayed Female,14 years,American Shorthair Mix,Brown Tabby/White,168,12
A672392,Bubba,2/16/14 11:59,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby/White,24,2
A717092,Raga,12/2/15 14:22,Return_to_owner,,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/Buff,48,12
A691926,,11/13/14 17:18,Return_to_owner,,Dog,Spayed Female,1 year,Wire Hair Fox Terrier Mix,Tan/White,12,11
A542480,Shenanigan,8/31/14 13:15,Transfer,Partner,Dog,Neutered Male,5 years,Australian Cattle Dog Mix,Blue Tick/Black,60,8
